Movie Name,Release Year,Director,Age Difference,Actor 1 Name,Actor 1 Gender,Actor 1 Birthdate,Actor 1 Age,Actor 2 Name,Actor 2 Gender,Actor 2 Birthdate,Actor 2 Age
Bottle Rocket,1996,Wes Anderson,3,Luke Wilson,man,21/09/1971,25,Lumi Cavazos,woman,21/12/1968,28
Bridget Jones's Baby,2016,Sharon Maguire,3,Patrick Dempsey,man,13/01/1966,50,Renee Zellweger,woman,25/04/1969,47
Cinderella,2015,Kenneth Branagh,3,Richard Madden,man,18/06/1986,29,Lily James,woman,5/04/1989,26
City of Angels,1998,Brad Silberling,3,Nicolas Cage,man,7/01/1964,34,Meg Ryan,woman,19/11/1961,37
Closer,2004,Mike Nichols,3,Clive Owen,man,3/10/1964,40,Julia Roberts,woman,28/10/1967,37
Coyote Ugly,2000,David McNally,3,Adam Garcia,man,1/06/1973,27,Piper Perabo,woman,31/10/1976,24
"Crouching Tiger, Hidden Dragon",2000,Ang Lee,3,Chang Chen,man,14/10/1976,24,Zhang Ziyi,woman,9/02/1979,21
Deadpool,2016,Tim Miller,3,Ryan Reynolds,man,23/10/1976,40,Morena Baccarin,woman,2/06/1979,37
Don Jon,2013,Joseph Gordon-Levitt,3,Joseph Gordon-Levitt,man,17/02/1981,32,Scarlett Johansson,woman,22/11/1984,29
Enemy of the State,1998,Tony Scott,3,Will Smith,man,25/09/1968,30,Regina King,woman,15/01/1971,27
Fight Club,1999,David Fincher,3,Edward Norton,man,18/08/1969,30,Helena Bonham Carter,woman,26/05/1966,33
Fight Club,1999,David Fincher,3,Brad Pitt,man,18/12/1963,36,Helena Bonham Carter,woman,26/05/1966,33
Fools Rush In,1997,Andy Tennant,3,Matthew Perry,man,19/08/1969,28,Salma Hayek,woman,2/09/1966,31
Forgetting Sarah Marshall,2008,Nicholas Stoller,3,Jason Segel,man,18/01/1980,28,Mila Kunis,woman,14/08/1983,25
Gigli,2003,Martin Brest,3,Ben Affleck,man,15/08/1972,31,Jennifer Lopez,woman,24/07/1969,34
Hacksaw Ridge,2016,Mel Gibson,3,Andrew Garfield,man,20/08/1983,33,Teresa Palmer,woman,26/02/1986,30
He's Just Not That Into You,2009,Ken Kwapis,3,Ben Affleck,man,15/08/1972,37,Jennifer Aniston,woman,11/02/1969,40
His Girl Friday,1940,Howard Hawks,3,Cary Grant,man,18/01/1904,36,Rosalind Russell,woman,4/06/1907,33
I Know What You Did Last Summer,1997,Jim Gillespie,3,Ryan Phillippe,man,10/09/1974,23,Sarah Michelle Gellar,woman,14/04/1977,20
I Know What You Did Last Summer,1997,Jim Gillespie,3,Freddie Prinze Jr.,man,8/03/1976,21,Jennifer Love Hewitt,woman,21/02/1979,18
Idle Hands,1999,Rodman Flender,3,Devon Sawa,man,7/09/1978,21,Jessica Alba,woman,28/04/1981,18
Imagine Me & You,2005,Ol Parker,3,Lena Headey,woman,3/10/1973,32,Piper Perabo,woman,31/10/1976,29
Independence Day: Resurgence,2016,Roland Emmerich,3,Liam Hemsworth,man,13/01/1990,26,Maika Monroe,woman,29/05/1993,23
Inferno,2016,Ron Howard,3,Ben Foster,man,29/10/1980,36,Felicity Jones,woman,17/10/1983,33
Inventing the Abbotts,1997,Pat O'Connor,3,Joaquin Phoenix,man,28/10/1974,23,Liv Tyler,woman,1/07/1977,20
Invincible,2006,Ericson Core,3,Mark Wahlberg,man,5/06/1971,35,Elizabeth Banks,woman,10/02/1974,32
Juno,2007,Jason Reitman,3,Jason Bateman,man,14/01/1969,38,Jennifer Garner,woman,17/04/1972,35
Just Go with It,2011,Dennis Dugan,3,Adam Sandler,man,9/09/1966,45,Jennifer Aniston,woman,11/02/1969,42
Knocked Up,2007,Judd Apatow,3,Paul Rudd,man,6/04/1969,38,Leslie Mann,woman,26/03/1972,35
La ragazza con la valigia,1961,Valerio Zurlini,3,Jacques Perrin,man,13/07/1941,20,Claudia Cardinale,woman,15/04/1938,23
Les Miserables,2012,Tom Hooper,3,Eddie Redmayne,man,26/01/1982,30,Amanda Seyfried,woman,3/12/1985,27
Liar Liar,1997,Tom Shadyac,3,Jim Carrey,man,17/01/1962,35,Maura Tierney,woman,3/02/1965,32
Look Who's Talking,1989,Amy Heckerling,3,John Travolta,man,18/02/1954,35,Kirstie Alley,woman,12/01/1951,38
Made of Honor,2008,Paul Weiland,3,Kevin McKidd,man,9/08/1973,35,Michelle Monaghan,woman,23/03/1976,32
Me Before You,2016,Thea Sharrock,3,Matthew Lewis,man,27/06/1989,27,Emilia Clarke,woman,23/10/1986,30
Mickey Blue Eyes,1999,Kelly Makin,3,Hugh Grant,man,9/09/1960,39,Jeanne Tripplehorn,woman,10/06/1963,36
Mirror Mirror,2012,Tarsem Singh,3,Armie Hammer,man,28/08/1986,26,Lily Collins,woman,18/03/1989,23
Mona Lisa Smile,2003,Mike Newell,3,Topher Grace,man,19/07/1978,25,Julia Stiles,woman,28/03/1981,22
Neighbors,2014,Nicholas Stoller,3,Seth Rogen,man,15/04/1982,32,Rose Byrne,woman,24/07/1979,35
On the Basis of Sex,2018,Mimi Leder,3,Armie Hammer,man,28/08/1986,32,Felicity Jones,woman,17/10/1983,35
One Fine Day,1996,Michael Hoffman,3,George Clooney,man,6/05/1961,35,Michelle Pfeiffer,woman,29/04/1958,38
Palo Alto,2013,Gia Coppola,3,Nat Wolff,man,17/12/1994,19,Emma Roberts,woman,10/02/1991,22
Pete's Dragon,2016,David Lowery,3,Wes Bentley,man,4/09/1978,38,Bryce Dallas Howard,woman,2/03/1981,35
Professor Marston and the Wonder Women,2017,Angela Robinson,3,Luke Evans,man,15/04/1979,38,Rebecca Hall,woman,3/05/1982,35
Pushing Tin,1999,Mike Newell,3,John Cusack,man,28/06/1966,33,Cate Blanchett,woman,14/05/1969,30
Ready Player One,2018,Steven Spielberg,3,Tye Sheridan,man,11/11/1996,22,Olivia Cooke,woman,27/12/1993,25
Risky Business,1983,Paul Brickman,3,Tom Cruise,man,3/07/1962,21,Rebecca De Mornay,woman,29/08/1959,24
Robin Hood: Prince of Thieves,1991,Kevin Reynolds,3,Kevin Costner,man,18/01/1955,36,Mary Elizabeth Mastrantonio,woman,17/11/1958,33
Savages,2007,undefined,3,Aaron Taylor-Johnson,man,13/06/1990,17,Blake Lively,woman,25/08/1987,20
Selma,2014,Ava DuVernay,3,David Oyelowo,man,1/04/1976,38,Carmen Ejogo,woman,1/01/1973,41
She's All That,1999,Robert Iscove,3,Freddie Prinze Jr.,man,8/03/1976,23,Rachael Leigh Cook,woman,4/10/1979,20
"Six Days, Seven Nights",1998,Ivan Reitman,3,David Schwimmer,man,2/11/1966,32,Anne Heche,woman,25/05/1969,29
Solo: A Star Wars Story,2018,Ron Howard,3,Alden Ehrenreich,man,22/11/1989,29,Emilia Clarke,woman,23/10/1986,32
Soul Food,1997,George Tillman Jr.,3,Michael Beach,man,30/10/1963,34,Gina Ravera,woman,20/05/1966,31
Tag,2018,Jeff Tomsic,3,Jeremy Renner,man,7/01/1971,47,Leslie Bibb,woman,17/11/1974,44
The 40-Year Old Virgin,2005,Judd Apatow,3,Steve Carell,man,16/08/1962,43,Catherine Keener,woman,23/03/1959,46
The Age of Adaline,2015,Lee Toland Krieger,3,Anthony Ingruber,man,5/02/1990,25,Blake Lively,woman,25/08/1987,28
The Beach,2000,Danny Boyle,3,Guillaume Canet,man,10/04/1973,27,Virginie Ledoyen,woman,15/11/1976,24
The Best of me,2014,Michael Hoffman,3,James Marsden,man,18/09/1973,41,Michelle Monaghan,woman,23/03/1976,38
The Dark Knight,2008,Christopher Nolan,3,Christian Bale,man,30/01/1974,34,Maggie Gyllenhaal,woman,16/11/1977,31
The Departed,2006,Martin Scorsese,3,Matt Damon,man,8/10/1970,36,Vera Farmiga,woman,6/08/1973,33
The Disaster Artist,2017,James Franco,3,Dave Franco,man,12/06/1985,32,Alison Brie,woman,29/12/1982,35
The Fault in Our Stars,2014,Josh Boone,3,Ansel Elgort,man,14/03/1994,20,Shailene Woodley,woman,15/11/1991,23
The Favourite,2018,Yorgos Lanthimos,3,Joe Alwyn,man,21/02/1991,27,Emma Stone,woman,6/11/1988,30
The Five-Year Engagement,2012,Nicholas Stoller,3,Jason Segel,man,18/01/1980,32,Emily Blunt,woman,23/02/1983,29
The Graduate,1967,Mike Nichols,3,Dustin Hoffman,man,8/08/1937,30,Katharine Ross,woman,29/01/1940,27
The Lucky One,2012,Scott Hicks,3,Zac Efron,man,18/10/1987,25,Taylor Schilling,woman,27/07/1984,28
The Matrix,1999,"Lana Wachowski, Lilly Wachowski",3,Keanu Reeves,man,2/09/1964,35,Carrie-Anne Moss,woman,21/08/1967,32
The Only Living Boy in New York,2017,Marc Webb,3,Callum Turner,man,15/02/1990,27,Kiersey Clemons,woman,17/12/1993,24
The Spy Who Dumped Me,2018, Susanna Fogel,3,Sam Heughan,man,30/04/1980,38,Mila Kunis,woman,14/08/1983,35
The Story of Us,1999,Rob Reiner,3,Bruce Willis,man,19/03/1955,44,Michelle Pfeiffer,woman,29/04/1958,41
The Vow,2012,Michael Sucsy,3,Scott Speedman,man,1/09/1975,37,Rachel McAdams,woman,17/11/1978,34
Trainwreck,2015,Judd Apatow,3,Bill Hader,man,7/06/1978,37,Amy Schumer,woman,1/06/1981,34
Twilight,2008,Catherine Hardwicke,3,Kellan Lutz,man,15/03/1985,23,Nikki Reed,woman,17/05/1988,20
Twilight,2008,Catherine Hardwicke,3,Jackson Rathbone,man,14/12/1984,24,Ashley Greene,woman,21/04/1987,21
Us,2019,Jordan Peele,3,Winston Duke,man,15/11/1986,33,Lupita Nyong'o,woman,1/03/1983,36
Wedding Crashers,2005,David Dobkin,3,Bradley Cooper,man,5/01/1975,30,Rachel McAdams,woman,17/11/1978,27
White Men Can't Jump,1992,Ron Shelton,3,Woody Harrelson,man,23/07/1961,31,Rosie Perez,woman,6/09/1964,28
Widows,2018,Steve McQueen,3,Manuel Garcia-Rulfo,man,25/02/1981,37,Michelle Rodriguez,woman,12/07/1978,40
X2: X-Men United,2003,Bryan Singer,3,Shawn Ashmore,man,7/10/1979,24,Anna Paquin,woman,24/07/1982,21
10 Things I Hate About You,1999,Gil Junger,2,Heath Ledger,man,24/04/1979,20,Julia Stiles,woman,28/03/1981,18
A Most Violent Year,2014,J.C. Chandor,2,Oscar Isaac,man,9/03/1979,35,Jessica Chastain,woman,24/03/1977,37
A Simple Favor,2018,Paul Feig,2,Henry Golding,man,5/02/1987,31,Anna Kendrick,woman,9/08/1985,33
A Walk on the Moon,1999,Tony Goldwyn,2,Liev Schreiber,man,4/10/1967,32,Diane Lane,woman,21/01/1965,34
Ace Ventura: Pet Detective,1994,Tom Shadyac,2,Jim Carrey,man,17/01/1962,32,Courteney Cox,woman,15/06/1964,30
Aladdin,2019,Guy Ritchie,2,Mena Massoud,man,17/09/1991,28,Naomi Scott,woman,6/05/1993,26
And So It Goes,2014,Rob Reiner,2,Michael Douglas,man,25/09/1944,70,Diane Keaton,woman,5/01/1946,68
Anger Management,2003,Peter Segal,2,Adam Sandler,man,9/09/1966,37,Marisa Tomei,woman,4/12/1964,39
Annihilation,2018,Alex Garland,2,Oscar Isaac,man,9/03/1979,39,Natalie Portman,woman,9/06/1981,37
Austin Powers: International Man of Mystery,1997,Jay Roach,2,Mike Myers,man,25/04/1963,34,Elizabeth Hurley,woman,10/06/1965,32
Ben-Hur,2016,Timur Bekmambetov,2,Jack Huston,man,7/12/1982,34,Nazanin Boniadi,woman,22/05/1980,36
Big Daddy,1999,Dennis Dugan,2,Adam Sandler,man,9/09/1966,33,Joey Lauren Adams,woman,9/01/1968,31
Bridesmaids,2011,Paul Feig,2,Jon Hamm,man,10/03/1971,40,Kristen Wiig,woman,22/08/1973,38
Brokeback Mountain,2005,Ang Lee,2,Jake Gyllenhaal,man,19/12/1980,25,Anne Hathaway,woman,12/11/1982,23
Casanova,2005,Lasse Hallström,2,Heath Ledger,man,24/04/1979,26,Sienna Miller,woman,28/12/1981,24
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Steve Carell,man,16/08/1962,49,Julianne Moore,woman,3/12/1960,51
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Kevin Bacon,man,8/07/1958,53,Julianne Moore,woman,3/12/1960,51
Dan in Real Life,2007,Peter Hedges,2,Steve Carell,man,16/08/1962,45,Juliette Binoche,woman,9/03/1964,43
Dave,1993,Ivan Reitman,2,Kevin Kline,man,24/10/1947,46,Sigourney Weaver,woman,8/10/1949,44
Doctor Strange,2016,Scott Derrickson,2,Benedict Cumberbatch,man,19/07/1976,40,Rachel McAdams,woman,17/11/1978,38
Down and Out in Beverly Hills,1986,Paul Mazursky,2,Richard Dreyfuss,man,29/10/1947,39,Bette Midler,woman,1/12/1945,41
EDtv,1999,Ron Howard,2,Matthew McConaughey,man,4/11/1969,30,Jenna Elfman,woman,30/09/1971,28
Easy A,2010,Will Gluck,2,Penn Badgley,man,1/11/1986,24,Emma Stone,woman,6/11/1988,22
Ed Wood,1994,Tim Burton,2,Johnny Depp,man,9/06/1963,31,Sarah Jessica Parker,woman,25/03/1965,29
Enchanted,2007,Kevin Lima,2,James Marsden,man,18/09/1973,34,Idina Menzel,woman,30/05/1971,36
Enemy at the Gates,2001,Jean-Jacques Annaud,2,Jude Law,man,29/12/1972,29,Rachel Weisz,woman,7/03/1970,31
Fantastic Beasts and Where to Find Them,2016,David Yates,2,Eddie Redmayne,man,26/01/1982,34,Katherine Waterston,woman,3/03/1980,36
Fifty Shades of Grey,2015,Sam Taylor-Johnson,2,Luke Grimes,man,21/01/1984,31,Eloise Mumford,woman,24/09/1986,29
Four Weddings and a Funeral,1994,Mike Newell,2,Hugh Grant,man,9/09/1960,34,Andie MacDowell,woman,21/04/1958,36
Friends with Benefits,2011,Will Gluck,2,Justin Timberlake,man,31/01/1981,30,Mila Kunis,woman,14/08/1983,28
Gangs of New York,2002,Martin Scorsese,2,Leonardo DiCaprio,man,11/11/1974,28,Cameron Diaz,woman,30/08/1972,30
I Don't Know How She Does It,2011,Douglas McGrath,2,Greg Kinnear,man,17/06/1963,48,Sarah Jessica Parker,woman,25/03/1965,46
Imagine Me & You,2005,Ol Parker,2,Matthew Goode,man,3/04/1978,27,Piper Perabo,woman,31/10/1976,29
Inventing the Abbotts,1997,Pat O'Connor,2,Billy Crudup,man,8/07/1968,29,Jennifer Connelly,woman,12/12/1970,27
Jeux d'enfants,2003,Yann Samuell,2,Guillaume Canet,man,10/04/1973,30,Marion Cotillard,woman,30/09/1975,28
Jurassic World,2015,Colin Trevorrow,2,Chris Pratt,man,21/06/1979,36,Bryce Dallas Howard,woman,2/03/1981,34
Last Holiday,2006,Wayne Wang,2,LL Cool J,man,14/01/1968,38,Queen Latifah,woman,18/03/1970,36
Last Night,2010,Massy Tadjedin,2,Sam Worthington,man,2/08/1976,34,Eva Mendes,woman,5/03/1974,36
Le notti di Cabiria,1957,Federico Fellini,2,François Périer,man,10/11/1919,38,Giulietta Masina,woman,22/02/1921,36
Legally Blonde,2001,Robert Luketic,2,Matthew Davis,man,8/05/1978,23,Reese Witherspoon,woman,21/03/1976,25
Little Nicky,2000,Steven Brill,2,Adam Sandler,man,9/09/1966,34,Patricia Arquette,woman,8/04/1968,32
Love & Basketball,2000,Gina Prince-Bythewood,2,Omar Epps,man,20/07/1973,27,Sanaa Lathan,woman,19/09/1971,29
Love & Other Drugs,2010,Edward Zwick,2,Jake Gyllenhaal,man,19/12/1980,30,Anne Hathaway,woman,12/11/1982,28
Love Story,1970,Arthur Hiller,2,Ryan O'Neal,man,20/04/1941,29,Ali MacGraw,woman,1/04/1939,31
Mona Lisa Smile,2003,Mike Newell,2,Dominic West,man,15/10/1969,34,Julia Roberts,woman,28/10/1967,36
Office Space,1999,Mike Judge,2,Ron Livingston,man,5/06/1967,32,Jennifer Aniston,woman,11/02/1969,30
Old School,2003,Todd Phillips,2,Luke Wilson,man,21/09/1971,32,Ellen Pompeo,woman,10/11/1969,34
Pitch Perfect,2012,Jason Moore,2,Skylar Astin,man,23/09/1987,25,Anna Kendrick,woman,9/08/1985,27
Robin Hood,2018,Otto Bathurst,2,Taron Egerton,man,10/11/1989,29,Eve Hewson,woman,7/07/1991,27
Rumor Has It...,2005,Rob Reiner,2,Mark Ruffalo,man,22/11/1967,38,Jennifer Aniston,woman,11/02/1969,36
Safe Men,1998,John Hamburg,2,Sam Rockwell,man,5/11/1968,30,Christina Kirk,woman,10/11/1970,28
Sex and the City,2008,Michael Patrick King,2,David Eigenberg,man,17/05/1964,44,Cynthia Nixon,woman,9/04/1966,42
Shakespeare in Love,1998,John Madden,2,Joseph Fiennes,man,27/05/1970,28,Gwyneth Paltrow,woman,27/09/1972,26
Sister Act,1992,Emile Ardolino,2,Bill Nunn,man,20/10/1953,39,Whoopi Goldberg,woman,13/11/1955,37
Something New,2006,Sanaa Hamri,2,Simon Baker,man,30/07/1969,37,Sanaa Lathan,woman,19/09/1971,35
Spider-Man: Far From Home,2019,Jon Watts,2,Jon Favreau,man,19/10/1966,53,Marisa Tomei,woman,4/12/1964,55
Tag,2018,Jeff Tomsic,2,Ed Helms,man,24/01/1974,44,Isla Fisher,woman,3/02/1976,42
Tag,2018,Jeff Tomsic,2,Jake Johnson,man,28/05/1978,40,Rashida Jones,woman,25/02/1976,42
The Beach,2000,Danny Boyle,2,Leonardo DiCaprio,man,11/11/1974,26,Virginie Ledoyen,woman,15/11/1976,24
The Butterfly Effect,2004,"Eric Bress, J. Mackye Gruber",2,Ashton Kutcher,man,7/02/1978,26,Amy Smart,woman,26/03/1976,28
The English Patient,1996,Anthony Minghella,2,Kristin Scott Thomas,woman,24/05/1960,36,Ralph Fiennes,man,22/12/1962,34
The Family Stone,2007,Thomas Bezucha,2,Craig T. Nelson,man,4/04/1944,63,Diane Keaton,woman,5/01/1946,61
The Family Stone,2007,Thomas Bezucha,2,Dermot Mulroney,man,31/10/1963,44,Sarah Jessica Parker,woman,25/03/1965,42
The Girl with the Dragon Tattoo,2011,David Fincher,2,Daniel Craig,man,2/03/1968,43,Robin Wright,woman,8/04/1966,45
The Good Shepherd,2006,Robert De Niro,2,Matt Damon,man,8/10/1970,36,Tammy Blanchard,woman,14/12/1972,34
The Hunger Games: Mockingjay Part 2,2015,Francis Lawrence,2,Josh Hutcherson,man,12/10/1992,23,Jennifer Lawrence,woman,15/08/1990,25
The Kids Are All Right,2010,Lisa Cholodenko,2,Annette Bening,woman,29/05/1958,52,Julianne Moore,woman,3/12/1960,50
The Last Time I Committed Suicide,1997,Stephen T. Kay,2,Thomas Jane,man,22/02/1969,28,Claire Forlani,woman,17/12/1971,26
The Mummy,1999,Stephen Sommers,2,Brendan Fraser,man,3/12/1968,31,Rachel Weisz,woman,7/03/1970,29
The Notebook,2004,Nick Cassavetes,2,Ryan Gosling,man,12/11/1980,24,Rachel McAdams,woman,17/11/1978,26
The Other Woman,2014,Nick Cassavetes,2,Nikolaj Coster-Waldau,man,27/07/1970,44,Cameron Diaz,woman,30/08/1972,42
The Other Woman,2014,Nick Cassavetes,2,Nikolaj Coster-Waldau,man,27/07/1970,44,Leslie Mann,woman,26/03/1972,42
The Private Lives of Pippa Lee,2009,Rebecca Miller,2,Keanu Reeves,man,2/09/1964,45,Robin Wright,woman,8/04/1966,43
The Twilight Saga: New Moon,2009,Chris Weitz,2,Taylor Lautner,man,11/02/1992,17,Kristen Stewart,woman,9/04/1990,19
The Vow,2012,Michael Sucsy,2,Channing Tatum,man,26/04/1980,32,Rachel McAdams,woman,17/11/1978,34
The Wood,1999,Rick Famuyiwa,2,Omar Epps,man,20/07/1973,26,Sanaa Lathan,woman,19/09/1971,28
The Young Victoria,2009,Jean-Marc Vallée,2,Rupert Friend,man,1/10/1981,28,Emily Blunt,woman,23/02/1983,26
Thor,2011,Kenneth Branagh,2,Chris Hemsworth,man,11/08/1983,28,Natalie Portman,woman,9/06/1981,30
Tristan + Isolde,2006,Kevin Reynolds,2,James Franco,man,19/04/1978,28,Sophia Myles,woman,18/03/1980,26
Twilight,2008,Catherine Hardwicke,2,Peter Facinelli,man,26/11/1973,35,Elizabeth Reaser,woman,15/06/1975,33
Unforgettable,2017,Denise Di Novi,2,Geoff Stults,man,15/12/1977,40,Rosario Dawson,woman,9/05/1979,38
Virginia,2010,Dustin Lance Black,2,Harrison Gilbertson,man,29/06/1993,17,Emma Roberts,woman,10/02/1991,19
Walk the Line,2005,James Mangold,2,Joaquin Phoenix,man,28/10/1974,31,Reese Witherspoon,woman,21/03/1976,29
We Were Soldiers,2002,Randall Wallace,2,Mel Gibson,man,3/01/1956,46,Madeleine Stowe,woman,18/08/1958,44
Why Him?,2016,John Hamburg,2,Bryan Cranston,man,7/03/1956,60,Megan Mullally,woman,12/11/1958,58
Your Place or Mine,2023,Aline Brosh McKenna,2,Ashton Kutcher,man,7/02/1978,45,Reese Witherspoon,woman,21/03/1976,47
500 Days of Summer,2009,Marc Webb,1,Joseph Gordon-Levitt,man,17/02/1981,28,Zooey Deschanel,woman,17/01/1980,29
9 1/2 Weeks,1986,Adrian Lyne,1,Mickey Rourke,man,16/09/1952,34,Kim Basinger,woman,8/12/1953,33
A Knight's Tale,2001,Brian Helgeland,1,Heath Ledger,man,24/04/1979,22,Shannyn Sossamon,woman,3/10/1978,23
Angel Eyes,2001,Luis Mandoki,1,Jim Caviezel,man,26/09/1968,33,Jennifer Lopez,woman,24/07/1969,32
Australia,2008,Baz Luhrmann,1,Hugh Jackman,man,12/10/1968,40,Nicole Kidman,woman,20/06/1967,41
Baywatch,2017,Seth Gordon,1,Zac Efron,man,18/10/1987,30,Alexandra Daddario,woman,16/03/1986,31
Because I Said So,2007,Michael Lehmann,1,Stephen Collins,man,1/10/1947,60,Diane Keaton,woman,5/01/1946,61
Before Sunrise,1995,Richard Linklater,1,Ethan Hawke,man,6/11/1970,25,Julie Delpy,woman,21/12/1969,26
Beverly Hills Ninja,1997,Dennis Dugan,1,Chris Farley,man,15/02/1964,33,Nicollette Sheridan,woman,21/11/1963,34
Book Club,2018,Bill Holderman,1,Richard Dreyfuss,man,29/10/1947,71,Candice Bergen,woman,9/05/1946,72
Breakfast at Tiffany's,1961,Blake Edwards,1,George Peppard,man,1/10/1928,33,Audrey Hepburn,woman,4/05/1929,32
Breathe,2017,Andy Serkis,1,Andrew Garfield,man,20/08/1983,34,Claire Foy,woman,16/04/1984,33
Brokeback Mountain,2005,Ang Lee,1,Jake Gyllenhaal,man,19/12/1980,25,Heath Ledger,man,24/04/1979,26
Brokeback Mountain,2005,Ang Lee,1,Heath Ledger,man,24/04/1979,26,Michelle Williams,woman,9/09/1980,25
Captain America: The First Avenger,2011,Joe Johnston,1,Chris Evans,man,13/06/1981,30,Hayley Atwell,woman,5/04/1982,29
Chocolat,2000,Lasse Hallström,1,Johnny Depp,man,9/06/1963,37,Juliette Binoche,woman,9/03/1964,36
Cocktail,1988,Homi Adajania,1,Tom Cruise,man,3/07/1962,26,Elisabeth Shue,woman,6/10/1963,25
Dodgeball,2004,Rawson Marshall Thurber,1,Vince Vaughn,man,28/03/1970,34,Christine Taylor,woman,30/07/1971,33
Dr. No,1962,Terence Young,1,Sean Connery,man,25/08/1930,32,Eunice Gayson,woman,17/03/1931,31
Fever Pitch,2005,"Bobby Farrelly, Peter Farrelly",1,Jimmy Fallon,man,19/09/1974,31,Drew Barrymore,woman,22/02/1975,30
French Kiss,1995,Lawrence Kasdan,1,Timothy Hutton,man,16/08/1960,35,Meg Ryan,woman,19/11/1961,34
Friday,1995,F. Gary Gray,1,Ice Cube,man,15/06/1969,26,Nia Long,woman,30/10/1970,25
Get Out,2017,Jordan Peele,1,Daniel Kaluuya,man,24/02/1989,28,Allison Williams,woman,13/04/1988,29
Guardians of the Galaxy,2014,James Gunn,1,Chris Pratt,man,21/06/1979,35,Zoe Saldana,woman,19/06/1978,36
Hardball,2001,Brian Robbins,1,Keanu Reeves,man,2/09/1964,37,Diane Lane,woman,21/01/1965,36
He's Just Not That Into You,2009,Ken Kwapis,1,Kevin Connolly,man,5/03/1974,35,Drew Barrymore,woman,22/02/1975,34
Hustle & Flow,2005,Craig Brewer,1,Terrence Howard,man,,36,Taraji P. Henson,woman,11/09/1970,35
In the Heights,2021,John M. Chu,1,Anthony Ramos,man,1/11/1991,30,Melissa Barrera,woman,4/07/1990,31
Inception,2010,Christopher Nolan,1,Leonardo DiCaprio,man,11/11/1974,36,Marion Cotillard,woman,,35
Indecent Proposal,1993,Adrian Lyne,1,Woody Harrelson,man,23/07/1961,32,Demi Moore,woman,11/11/1962,31
Juno,,Jason Reitman,1,Michael Cera,man,7/06/1988,19,Ellen Page,woman,21/02/1987,20
Jury Duty,1995,John Fortenberry,1,Pauly Shore,man,1/02/1968,27,Tia Carrere,,2/01/1967,28
Lady Bird,2017,Greta Gerwig,1,Timothée Chalamet,man,27/12/1995,22,Saoirse Ronan,woman,12/04/1994,23
Layer Cake,2004,Matthew Vaughn,1,Ben Whishaw,man,14/10/1980,,Sienna Miller,woman,28/12/1981,23
Leap Year,2010,Anand Tucker,1,,man,3/04/1973,37,Amy Adams,woman,20/08/1974,36
Marriage Story,2019,Noah Baumbach,1,Adam Driver,man,19/11/1983,36,Scarlett Johansson,woman,22/11/1984,35
Miss Congeniality,2000,Donald Petrie,1,Benjamin Bratt,man,16/12/1963,37,Sandra Bullock,woman,26/07/1964,36
Mission: Impossible,1996,Brian De Palma,1,Tom Cruise,man,3/07/1962,34,Emmanuelle Béart,woman,14/08/1963,33
,2017,Chris Wedge,1,Lucas Till,man,10/08/1990,27,Jane Levy,woman,29/12/1989,28
Mother's Day,2016,,1,Timothy Olyphant,man,20/05/1968,48,Jennifer Aniston,woman,11/02/1969,47
My Big Fat Greek Wedding,2002,Joel Zwick,1,John Corbett,man,9/05/1961,41,Nia Vardalos,woman,24/09/1962,40
On Her Majesty's Secret Service,1969,Peter R. Hunt,1,George Lazenby,man,5/09/1939,30,Diana Rigg,woman,20/07/1938,31
Pearl Harbor,2001,Michael Bay,1,Ben Affleck,man,15/08/1972,29,,woman,26/07/1973,28
Pride & Prejudice,2005,Joe Wright,1,Simon Woods,man,7/01/1980,25,Rosamund Pike,woman,27/01/1979,26
Punch-Drunk Love,2002,Paul Thomas Anderson,1,Adam Sandler,man,9/09/1966,36,Emily Watson,woman,14/01/1967,35
Requiem for a Dream,2000,Darren Aronofsky,1,Jared Leto,man,26/12/1971,29,Jennifer Connelly,woman,12/12/1970,30
Ride Along,2014,Tim Story,1,Kevin Hart,man,6/07/1979,35,Tika Sumpter,woman,20/06/1980,34
Rumble Fish,1983,Francis Ford Coppola,1,Matt Dillon,man,18/02/1964,19,Diane Lane,woman,21/01/1965,18
Sense and Sensibility,1995,Ang Lee,1,Hugh Grant,man,9/09/1960,35,Emma Thompson,woman,15/04/1959,36
Shopgirl,2005,Anand Tucker,1,Jason Schwartzman,man,26/06/1980,25,Claire Danes,woman,12/04/1979,26
Skyscraper,2018,Rawson Marshall Thurber,1,Dwayne Johnson,man,2/05/1972,46,Neve Campbell,woman,3/10/1973,45
Slackers,2002,Dewey Nicks,1,Devon Sawa,man,7/09/1978,24,Jaime King,woman,23/04/1979,23
Star Trek,2009,J.J. Abrams,1,Zachary Quinto,man,2/06/1977,32,Zoe Saldana,woman,19/06/1978,31
Stella Dallas,1937,King Vidor,1,Tim Holt,man,5/02/1919,18,Anne Shirley,woman,17/04/1918,19
Stomp the Yard,2007,Sylvain White,1,Columbus Short,man,19/09/1982,25,Meagan Good,woman,8/08/1981,26
Tadpole,2002,Gary Winick,1,John Ritter,man,17/09/1948,54,Sigourney Weaver,woman,8/10/1949,53
